h1_m4_mp,base,1,wpn_h1_asl_m4a1_hnn_vm_camo,wpn_h1_asl_m4a1_hnn_npc_camo,,wpn_h1_asl_m4a1_hnn_vm_wet_camo,wpn_h1_asl_m4a1_hnn_npc_wet_camo,,wpn_h1_asl_m4a1_hnn_lobby,LootDrop4,
h1_m4_mp,acog,0,attach_h1_scope_acog_vm_mp,attach_h1_scope_acog_npc_mp,,attach_h1_scope_acog_vm_wet_mp,attach_h1_scope_acog_npc_wet_mp,,,LootDrop4,
h1_m4_mp,gl,0,attach_h1_launcher_m203_vm,attach_h1_launcher_m203_nooptics_npc,,attach_h1_launcher_m203_vm_wet,attach_h1_launcher_m203_nooptics_npc_wet,,,LootDrop4,
h1_m4_mp,holosight,0,attach_h1_optics_holosight_vm,attach_h1_optics_holosight_npc,,,,,,LootDrop4,
h1_m4_mp,masterkey,0,attach_h1_underbarrel_shotgun_vm_mp,attach_h1_underbarrel_shotgun_npc_mp,,,,,,LootDrop4,
h1_m4_mp,reflex,0,attach_h1_optic_reflex_vm,attach_h1_optic_reflex_npc,,attach_h1_optic_reflex_vm_wet,attach_h1_optic_reflex_npc_wet,,,LootDrop4,
h1_m4_mp,reflexvar,0,attach_h1_optic_reflex_variant_vm_mp,attach_h1_optic_reflex_variant_npc_mp,,,,,,LootDrop4,
h1_m4_mp,silencer,0,attach_h1_silencer_556_vm,attach_h1_silencer_556_npc,,attach_h1_silencer_556_vm_wet,attach_h1_silencer_556_npc_wet,,,LootDrop4,
h1_m4_mp,thermal,0,attach_h1_scope_thermal_vm_patch_mp,attach_h1_scope_thermal_npc_patch_mp,,,,,,LootDrop4,
h1_m16_mp,base,1,wpn_h1_asl_m16_hnn_vm_camo,wpn_h1_asl_m16_hnn_npc_camo,,wpn_h1_asl_m16_hnn_vm_wet_camo,wpn_h1_asl_m16_hnn_npc_wet_camo,,wpn_h1_asl_m16_hnn_lobby,LootDrop4,
h1_m16_mp,defaultgrip,1,attach_h1_handguard_m16_hnn_default_vm_camo,attach_h1_handguard_m16_hnn_default_npc_camo,,attach_h1_handguard_m16_hnn_default_vm_wet_camo,attach_h1_handguard_m16_hnn_default_npc_wet_camo,,,Gold,
h1_m16_mp,acog,0,attach_h1_scope_acog_vm_mp,attach_h1_scope_acog_npc_mp,,attach_h1_scope_acog_vm_wet_mp,attach_h1_scope_acog_npc_wet_mp,,,LootDrop4,
h1_m16_mp,gl,0,attach_h1_handguard_m16_hnn_m203_vm_camo,attach_h1_handguard_m16_hnn_m203_npc_camo,,attach_h1_handguard_m16_hnn_m203_vm_wet_camo,attach_h1_handguard_m16_hnn_m203_npc_wet_camo,,,LootDrop4,
h1_m16_mp,holosight,0,attach_h1_optics_holosight_vm,attach_h1_optics_holosight_npc,,,,,,LootDrop4,
h1_m16_mp,masterkey,0,attach_h1_underbarrel_shotgun_vm_mp,attach_h1_underbarrel_shotgun_npc_mp,,,,,,LootDrop4,
h1_m16_mp,reflex,0,attach_h1_optic_reflex_vm,attach_h1_optic_reflex_npc,,attach_h1_optic_reflex_vm_wet,attach_h1_optic_reflex_npc_wet,,,LootDrop4,
h1_m16_mp,reflexvar,0,attach_h1_optic_reflex_variant_vm_mp,attach_h1_optic_reflex_variant_npc_mp,,,,,,LootDrop4,
h1_m16_mp,silencer,0,attach_h1_silencer_556_vm,attach_h1_silencer_556_npc,,attach_h1_silencer_556_vm_wet,attach_h1_silencer_556_npc_wet,,,LootDrop4,
h1_m16_mp,thermal,0,attach_h1_scope_thermal_vm_patch_mp,attach_h1_scope_thermal_npc_patch_mp,,,,,,LootDrop4,
h1_ak47_mp,base,1,wpn_h1_asl_ak47_hnn_vm_camo,wpn_h1_asl_ak47_hnn_npc_camo,,wpn_h1_asl_ak47_hnn_vm_wet_camo,wpn_h1_asl_ak47_hnn_npc_wet_camo,,wpn_h1_asl_ak47_hnn_lobby,LootDrop4,
h1_ak47_mp,acog,0,attach_h1_scope_acog_vm_mp,attach_h1_scope_acog_npc_mp,,attach_h1_scope_acog_vm_wet_mp,attach_h1_scope_acog_npc_wet_mp,,,LootDrop4,
h1_ak47_mp,gl,0,attach_h1_launcher_gp25_patch_vm,attach_h1_launcher_gp25_patch_npc,,,,,,LootDrop4,
h1_ak47_mp,heartbeat,0,viewmodel_heartbeat_iw5,weapon_heartbeat_iw5,,,,,,LootDrop4,
h1_ak47_mp,holosight,0,attach_h1_optics_holosight_vm,attach_h1_optics_holosight_npc,,,,,,LootDrop4,
h1_ak47_mp,masterkey,0,attach_h1_underbarrel_shotgun_vm_mp,attach_h1_underbarrel_shotgun_npc_mp,,,,,,LootDrop4,
h1_ak47_mp,reflex,0,attach_h1_optic_reflex_vm,attach_h1_optic_reflex_npc,,attach_h1_optic_reflex_vm_wet,attach_h1_optic_reflex_npc_wet,,,LootDrop4,
h1_ak47_mp,reflexvar,0,attach_h1_optic_reflex_variant_vm_mp,attach_h1_optic_reflex_variant_npc_mp,,,,,,LootDrop4,
h1_ak47_mp,silencer,0,attach_h1_silencer_russian_vm,attach_h1_silencer_russian_npc,,attach_h1_silencer_russian_vm_wet,attach_h1_silencer_russian_npc_wet,,,LootDrop4,
h1_ak47_mp,thermal,0,attach_h1_scope_thermal_vm_patch_mp,attach_h1_scope_thermal_npc_patch_mp,,,,,,LootDrop4,
h1_ak47_mp,varzoom,0,viewmodel_zoom_scope,weapon_zoom_scope,,,,1,,LootDrop4,
h1_g3_mp,base,1,wpn_h1_asl_g3_hnn_vm_camo,wpn_h1_asl_g3_hnn_npc_camo,,wpn_h1_asl_g3_hnn_vm_wet_camo,wpn_h1_asl_g3_hnn_npc_wet_camo,,wpn_h1_asl_g3_hnn_lobby,LootDrop4,
h1_g3_mp,acog,0,attach_h1_scope_acog_vm_mp,attach_h1_scope_acog_npc_mp,,attach_h1_scope_acog_vm_wet_mp,attach_h1_scope_acog_npc_wet_mp,,,LootDrop4,
h1_g3_mp,gl,0,attach_h1_launcher_m203_noOptics_vm,attach_h1_launcher_m203_noOptics_npc,,attach_h1_launcher_m203_noOptics_vm_wet,attach_h1_launcher_m203_noOptics_npc_wet,,,LootDrop4,
h1_g3_mp,holosight,0,attach_h1_optics_holosight_vm,attach_h1_optics_holosight_npc,,,,,,LootDrop4,
h1_g3_mp,masterkey,0,attach_h1_underbarrel_shotgun_vm_mp,attach_h1_underbarrel_shotgun_npc_mp,,,,,,LootDrop4,
h1_g3_mp,reflex,0,attach_h1_optic_reflex_vm,attach_h1_optic_reflex_npc,,attach_h1_optic_reflex_vm_wet,attach_h1_optic_reflex_npc_wet,,,LootDrop4,
h1_g3_mp,reflexvar,0,attach_h1_optic_reflex_variant_vm_mp,attach_h1_optic_reflex_variant_npc_mp,,,,,,LootDrop4,
h1_g3_mp,silencer,0,attach_h1_silencer_556_vm,attach_h1_silencer_556_npc,,attach_h1_silencer_556_vm_wet,attach_h1_silencer_556_npc_wet,,,LootDrop4,
h1_g3_mp,thermal,0,attach_h1_scope_thermal_vm_patch_mp,attach_h1_scope_thermal_npc_patch_mp,,,,,,LootDrop4,
h1_g36c_mp,base,1,wpn_h1_asl_g36_hnn_vm_camo,wpn_h1_asl_g36_hnn_npc_camo,,wpn_h1_asl_g36_hnn_vm_wet_camo,wpn_h1_asl_g36_hnn_npc_wet_camo,,wpn_h1_asl_g36_hnn_lobby,LootDrop4,
h1_g36c_mp,acog,0,attach_h1_scope_acog_vm_mp,attach_h1_scope_acog_npc_mp,,attach_h1_scope_acog_vm_wet_mp,attach_h1_scope_acog_npc_wet_mp,,,LootDrop4,
h1_g36c_mp,gl,0,attach_h1_launcher_m203_noOptics_vm,attach_h1_launcher_m203_noOptics_npc,,attach_h1_launcher_m203_noOptics_vm_wet,attach_h1_launcher_m203_noOptics_npc_wet,,,LootDrop4,
h1_g36c_mp,holosight,0,attach_h1_optics_holosight_vm,attach_h1_optics_holosight_npc,,,,,,LootDrop4,
h1_g36c_mp,masterkey,0,attach_h1_underbarrel_shotgun_vm_mp,attach_h1_underbarrel_shotgun_npc_mp,,,,,,LootDrop4,
h1_g36c_mp,reflex,0,attach_h1_optic_reflex_vm,attach_h1_optic_reflex_npc,,attach_h1_optic_reflex_vm_wet,attach_h1_optic_reflex_npc_wet,,,LootDrop4,
h1_g36c_mp,reflexvar,0,attach_h1_optic_reflex_variant_vm_mp,attach_h1_optic_reflex_variant_npc_mp,,,,,,LootDrop4,
h1_g36c_mp,silencer,0,attach_h1_silencer_556_vm,attach_h1_silencer_556_npc,,attach_h1_silencer_556_vm_wet,attach_h1_silencer_556_npc_wet,,,LootDrop4,
h1_g36c_mp,thermal,0,attach_h1_scope_thermal_vm_patch_mp,attach_h1_scope_thermal_npc_patch_mp,,,,,,LootDrop4,
h1_m14_mp,base,1,wpn_h1_asl_m14_hnn_vm_camo,wpn_h1_asl_m14_hnn_npc_camo,,wpn_h1_asl_m14_hnn_vm_wet_camo,wpn_h1_asl_m14_hnn_npc_wet_camo,,wpn_h1_asl_m14_hnn_lobby,LootDrop4,
h1_m14_mp,acog,0,attach_h1_scope_acog_vm_mp,attach_h1_scope_acog_npc_mp,,attach_h1_scope_acog_vm_wet_mp,attach_h1_scope_acog_npc_wet_mp,,,LootDrop4,
h1_m14_mp,gl,0,attach_h1_launcher_m203_noOptics_vm,attach_h1_launcher_m203_noOptics_npc,,,,,,LootDrop4,
h1_m14_mp,holosight,0,attach_h1_optics_holosight_vm,attach_h1_optics_holosight_npc,,,,,,LootDrop4,
h1_m14_mp,masterkey,0,attach_h1_underbarrel_shotgun_vm_mp,attach_h1_underbarrel_shotgun_npc_mp,,,,,,LootDrop4,
h1_m14_mp,reflex,0,attach_h1_optic_reflex_vm,attach_h1_optic_reflex_npc,,attach_h1_optic_reflex_vm_wet,attach_h1_optic_reflex_npc_wet,,,LootDrop4,
h1_m14_mp,reflexvar,0,attach_h1_optic_reflex_variant_vm_mp,attach_h1_optic_reflex_variant_npc_mp,,,,,,LootDrop4,
h1_m14_mp,silencer,0,attach_h1_silencer_556_vm,attach_h1_silencer_556_npc,,attach_h1_silencer_556_vm_wet,attach_h1_silencer_556_npc_wet,,,LootDrop4,
h1_m14_mp,thermal,0,attach_h1_scope_thermal_vm_patch_mp,attach_h1_scope_thermal_npc_patch_mp,,,,,,LootDrop4,
h1_xmlar_mp,base,1,wpn_h1_asl_xmlar_hnn_vm_camo,wpn_h1_asl_xmlar_hnn_npc_camo,,wpn_h1_asl_xmlar_hnn_vm_wet_camo,wpn_h1_asl_xmlar_hnn_npc_wet_camo,,wpn_h1_asl_xmlar_hnn_lobby,LootDrop4,
h1_xmlar_mp,acog,0,attach_h1_scope_acog_vm_mp,attach_h1_scope_acog_npc_mp,,attach_h1_scope_acog_vm_wet_mp,attach_h1_scope_acog_npc_wet_mp,,,LootDrop4,
h1_xmlar_mp,gl,0,attach_h1_launcher_m203_nooptics_vm,attach_h1_launcher_m203_nooptics_npc,,attach_h1_launcher_m203_nooptics_vm_wet,attach_h1_launcher_m203_nooptics_npc_wet,,,LootDrop4,
h1_xmlar_mp,holosight,0,attach_h1_optics_holosight_vm,attach_h1_optics_holosight_npc,,,,,,LootDrop4,
h1_xmlar_mp,masterkey,0,attach_h1_underbarrel_shotgun_vm_mp,attach_h1_underbarrel_shotgun_npc_mp,,,,,,LootDrop4,
h1_xmlar_mp,reflex,0,attach_h1_optic_reflex_vm,attach_h1_optic_reflex_npc,,attach_h1_optic_reflex_vm_wet,attach_h1_optic_reflex_npc_wet,,,LootDrop4,
h1_xmlar_mp,reflexvar,0,attach_h1_optic_reflex_variant_vm_mp,attach_h1_optic_reflex_variant_npc_mp,,,,,,LootDrop4,
h1_xmlar_mp,silencer,0,attach_h1_silencer_556_vm,attach_h1_silencer_556_npc,,attach_h1_silencer_556_vm_wet,attach_h1_silencer_556_npc_wet,,,LootDrop4,
h1_xmlar_mp,thermal,0,attach_h1_scope_thermal_vm_patch_mp,attach_h1_scope_thermal_npc_patch_mp,,,,,,LootDrop4,
h1_mp44_mp,base,1,wpn_h1_asl_mp44_hnn_vm_camo,wpn_h1_asl_mp44_hnn_npc_camo,,wpn_h1_asl_mp44_hnn_vm_wet_camo,wpn_h1_asl_mp44_hnn_npc_wet_camo,,wpn_h1_asl_mp44_hnn_lobby,LootDrop4,
h1_mp44_mp,acog,0,attach_h1_scope_acog_vm_mp,attach_h1_scope_acog_npc_mp,,attach_h1_scope_acog_vm_wet_mp,attach_h1_scope_acog_npc_wet_mp,,,LootDrop4,
h1_mp44_mp,gl,0,attach_h1_launcher_m203_noOptics_vm,attach_h1_launcher_m203_noOptics_npc,,attach_h1_launcher_m203_m16_patch_vm_wet,attach_h1_launcher_m203_m16_patch_npc_wet,,,LootDrop4,
h1_mp44_mp,holosight,0,attach_h1_optics_holosight_vm,attach_h1_optics_holosight_npc,,,,,,LootDrop4,
h1_mp44_mp,masterkey,0,attach_h1_underbarrel_shotgun_vm_mp,attach_h1_underbarrel_shotgun_npc_mp,,,,,,LootDrop4,
h1_mp44_mp,reflex,0,attach_h1_optic_reflex_vm,attach_h1_optic_reflex_npc,,attach_h1_optic_reflex_vm_wet,attach_h1_optic_reflex_npc_wet,,,LootDrop4,
h1_mp44_mp,reflexvar,0,attach_h1_optic_reflex_variant_vm_mp,attach_h1_optic_reflex_variant_npc_mp,,,,,,LootDrop4,
h1_mp44_mp,silencer,0,attach_h1_silencer_556_vm,attach_h1_silencer_556_npc,,attach_h1_silencer_556_vm_wet,attach_h1_silencer_556_npc_wet,,,LootDrop4,
h1_mp44_mp,thermal,0,attach_h1_scope_thermal_vm_patch_mp,attach_h1_scope_thermal_npc_patch_mp,,,,,,LootDrop4,
h1_aprast_mp,base,1,wpn_h1_asl_bos14_hnn_vm_camo,wpn_h1_asl_bos14_hnn_npc_camo,,wpn_h1_asl_bos14_hnn_vm_wet_camo,wpn_h1_asl_bos14_hnn_npc_wet_camo,,wpn_h1_asl_bos14_hnn_lobby,LootDrop4,
h1_aprast_mp,acog,0,attach_h1_scope_acog_vm_mp,attach_h1_scope_acog_npc_mp,,attach_h1_scope_acog_vm_wet_mp,attach_h1_scope_acog_npc_wet_mp,,,LootDrop4,
h1_aprast_mp,gl,0,attach_h1_launcher_m203_nooptics_vm,attach_h1_launcher_m203_nooptics_npc,,attach_h1_launcher_m203_nooptics_vm_wet,attach_h1_launcher_m203_nooptics_npc_wet,,,LootDrop4,
h1_aprast_mp,reflex,0,attach_h1_optic_reflex_vm,attach_h1_optic_reflex_npc,,attach_h1_optic_reflex_vm_wet,attach_h1_optic_reflex_npc_wet,,,LootDrop4,
h1_aprast_mp,silencer,0,attach_h1_silencer_556_vm,attach_h1_silencer_556_npc,,attach_h1_silencer_556_vm_wet,attach_h1_silencer_556_npc_wet,,,LootDrop4,
h1_augast_mp,base,1,wpn_h1_asl_cq300_hnn_vm_camo,wpn_h1_asl_cq300_hnn_npc_camo,,wpn_h1_asl_cq300_hnn_vm_wet_camo,wpn_h1_asl_cq300_hnn_npc_wet_camo,,wpn_h1_asl_cq300_hnn_lobby,LootDrop6,
h1_augast_mp,defaultsight,1,wpn_h1_asl_cq300_sight_hnn_vm_camo,wpn_h1_asl_cq300_sight_hnn_npc_camo,,wpn_h1_asl_cq300_sight_hnn_vm_camo,wpn_h1_asl_cq300_sight_hnn_npc_wet_camo,,,LootDrop6,
h1_augast_mp,acog,0,attach_h1_scope_acog_vm_mp,attach_h1_scope_acog_npc_mp,,attach_h1_scope_acog_vm_wet_mp,attach_h1_scope_acog_npc_wet_mp,,,LootDrop6,
h1_augast_mp,gl,0,attach_h1_launcher_m203_nooptics_rail_vm,attach_h1_launcher_m203_nooptics_rail_npc,,attach_h1_launcher_m203_nooptics_rail_vm_wet,attach_h1_launcher_m203_nooptics_rail_npc_wet,,,LootDrop6,
h1_augast_mp,reflex,0,attach_h1_optic_reflex_vm,attach_h1_optic_reflex_npc,,attach_h1_optic_reflex_vm_wet,attach_h1_optic_reflex_npc_wet,,,LootDrop6,
h1_augast_mp,silencer,0,attach_h1_silencer_cq300_hnn_vm_camo,attach_h1_silencer_cq300_hnn_npc_camo,,attach_h1_silencer_cq300_hnn_vm_wet_camo,attach_h1_silencer_cq300_hnn_npc_wet_camo,,,LootDrop6,
