h1_ak74u_mp,base,1,wpn_h1_smg_ak74u_msp_vm_camo,wpn_h1_smg_ak74u_msp_npc_camo,,wpn_h1_smg_ak74u_msp_vm_wet_camo,wpn_h1_smg_ak74u_msp_npc_wet_camo,,wpn_h1_smg_ak74u_msp_lobby,LootDrop3,
h1_ak74u_mp,muzzle,1,attach_h1_flashhider_ak74u_patch_vm,attach_h1_flashhider_ak74u_patch_npc,,,,,,LootDrop3,
h1_ak74u_mp,acog,0,attach_h1_scope_acog_vm_mp,attach_h1_scope_acog_npc_mp,,attach_h1_scope_acog_vm_wet_mp,attach_h1_scope_acog_npc_wet_mp,,,LootDrop3,
h1_ak74u_mp,holosight,0,attach_h1_optics_holosight_vm,attach_h1_optics_holosight_npc,,,,,,LootDrop3,
h1_ak74u_mp,reflex,0,attach_h1_optic_reflex_vm,attach_h1_optic_reflex_npc,,attach_h1_optic_reflex_vm_wet,attach_h1_optic_reflex_npc_wet,,,LootDrop3,
h1_ak74u_mp,reflexvar,0,attach_h1_optic_reflex_variant_vm_mp,attach_h1_optic_reflex_variant_npc_mp,,,,,,LootDrop3,
h1_ak74u_mp,silencer,0,attach_h1_silencer_russian_vm,attach_h1_silencer_russian_npc,,attach_h1_silencer_russian_vm_wet,attach_h1_silencer_russian_npc_wet,,,LootDrop3,
h1_ak74u_mp,thermal,0,attach_h1_scope_thermal_vm_patch_mp,attach_h1_scope_thermal_npc_patch_mp,,,,,,LootDrop3,
h1_aprsmg_mp,base,1,wpn_h1_smg_fang45_msp_vm_camo,wpn_h1_smg_fang45_msp_npc_camo,,wpn_h1_smg_fang45_msp_vm_wet_camo,wpn_h1_smg_fang45_msp_npc_wet_camo,,wpn_h1_smg_fang45_msp_lobby,LootDrop4,
h1_aprsmg_mp,acog,0,attach_h1_scope_acog_vm_mp,attach_h1_scope_acog_npc_mp,,attach_h1_scope_acog_vm_wet_mp,attach_h1_scope_acog_npc_wet_mp,,,LootDrop5,
h1_aprsmg_mp,reflex,0,attach_h1_optic_reflex_vm,attach_h1_optic_reflex_npc,,attach_h1_optic_reflex_vm_wet,attach_h1_optic_reflex_npc_wet,,,LootDrop5,
h1_aprsmg_mp,silencer,0,attach_h1_silencer_smg_vm,attach_h1_silencer_smg_npc,,attach_h1_silencer_smg_vm_wet,attach_h1_silencer_smg_npc_wet,,,LootDrop5,
h1_febsmg_mp,base,1,wpn_h1_smg_mac10_msp_vm_camo,wpn_h1_smg_mac10_msp_npc_camo,,wpn_h1_smg_mac10_msp_vm_wet_camo,wpn_h1_smg_mac10_msp_npc_wet_camo,,wpn_h1_smg_mac10_msp_lobby,LootDrop5,
h1_febsmg_mp,acog,0,attach_h1_scope_acog_vm_mp,attach_h1_scope_acog_npc_mp,,attach_h1_scope_acog_vm_wet_mp,attach_h1_scope_acog_npc_wet_mp,,,LootDrop5,
h1_febsmg_mp,holosight,0,attach_h1_optics_holosight_vm,attach_h1_optics_holosight_npc,,,,,,LootDrop5,
h1_febsmg_mp,reflex,0,attach_h1_optic_reflex_vm,attach_h1_optic_reflex_npc,,attach_h1_optic_reflex_vm_wet,attach_h1_optic_reflex_npc_wet,,,LootDrop5,
h1_febsmg_mp,reflexvar,0,attach_h1_optic_reflex_variant_vm_mp,attach_h1_optic_reflex_variant_npc_mp,,,,,,LootDrop5,
h1_febsmg_mp,silencer,0,attach_h1_silencer_smg_vm,attach_h1_silencer_smg_npc,,attach_h1_silencer_smg_vm_wet,attach_h1_silencer_smg_npc_wet,,,LootDrop5,
h1_febsmg_mp,thermal,0,attach_h1_scope_thermal_vm_patch_mp,attach_h1_scope_thermal_npc_patch_mp,,,,,,LootDrop5,
h1_mp5_mp,base,1,wpn_h1_smg_mp5_msp_vm_camo,wpn_h1_smg_mp5_msp_npc_camo,,wpn_h1_smg_mp5_msp_vm_wet_camo,wpn_h1_smg_mp5_msp_npc_wet_camo,,wpn_h1_smg_mp5_msp_lobby,LootDrop5,
h1_mp5_mp,defaultsight,1,attach_h1_sight_mp5_msp_vm_camo,attach_h1_sight_mp5_msp_npc_camo,,,,,,LootDrop5,
h1_mp5_mp,acog,0,attach_h1_scope_acog_vm_mp,attach_h1_scope_acog_npc_mp,,attach_h1_scope_acog_vm_wet_mp,attach_h1_scope_acog_npc_wet_mp,,,LootDrop5,
h1_mp5_mp,holosight,0,attach_h1_optics_holosight_vm,attach_h1_optics_holosight_npc,,,,,,LootDrop5,
h1_mp5_mp,reflex,0,attach_h1_optic_reflex_vm,attach_h1_optic_reflex_npc,,attach_h1_optic_reflex_vm_wet,attach_h1_optic_reflex_npc_wet,,,LootDrop5,
h1_mp5_mp,reflexvar,0,attach_h1_optic_reflex_variant_vm_mp,attach_h1_optic_reflex_variant_npc_mp,,,,,,LootDrop5,
h1_mp5_mp,silencer,0,attach_h1_silencer_mp5_msp_vm_camo,attach_h1_silencer_mp5_msp_npc_camo,,attach_h1_silencer_mp5_msp_vm_wet_camo,attach_h1_silencer_mp5_mtp_npc_wet_camo,,,LootDrop5`,
h1_mp5_mp,thermal,0,attach_h1_scope_thermal_vm_patch_mp,attach_h1_scope_thermal_npc_patch_mp,,,,,,LootDrop5,
h1_p90_mp,base,1,wpn_h1_smg_p90_msp_vm_camo,wpn_h1_smg_p90_msp_npc_camo,,wpn_h1_smg_p90_msp_vm_wet_camo,wpn_h1_smg_p90_msp_npc_wet_camo,,wpn_h1_smg_p90_msp_lobby,LootDrop5,
h1_p90_mp,acog,0,attach_h1_scope_acog_vm_mp,attach_h1_scope_acog_npc_mp,,attach_h1_scope_acog_vm_wet_mp,attach_h1_scope_acog_npc_wet_mp,,,LootDrop5,
h1_p90_mp,holosight,0,attach_h1_optics_holosight_vm,attach_h1_optics_holosight_npc,,,,,,LootDrop5,
h1_p90_mp,reflex,0,attach_h1_optic_reflex_vm,attach_h1_optic_reflex_npc,,attach_h1_optic_reflex_vm_wet,attach_h1_optic_reflex_npc_wet,,,LootDrop5,
h1_p90_mp,reflexvar,0,attach_h1_optic_reflex_variant_vm_mp,attach_h1_optic_reflex_variant_npc_mp,,,,,,LootDrop5,
h1_p90_mp,silencer,0,attach_h1_silencer_smg_vm,attach_h1_silencer_smg_npc,,attach_h1_silencer_smg_vm_wet,attach_h1_silencer_smg_npc_wet,,,LootDrop5,
h1_p90_mp,thermal,0,attach_h1_scope_thermal_vm_patch_mp,attach_h1_scope_thermal_npc_patch_mp,,,,,,LootDrop5,
h1_uzi_mp,base,1,wpn_h1_smg_mini_uzi_msp_vm_camo,wpn_h1_smg_mini_uzi_msp_npc_camo,,wpn_h1_smg_mini_uzi_msp_vm_wet_camo,wpn_h1_smg_mini_uzi_msp_npc_wet_camo,,wpn_h1_smg_mini_uzi_msp_lobby,LootDrop5,
h1_uzi_mp,defaultgrip,1,attach_h1_foregrip_smg_default_miniuzi_vm_mp,attach_h1_foregrip_smg_default_miniuzi_npc_mp,,attach_h1_foregrip_smg_default_miniuzi_vm_wet_camo_mp,attach_h1_foregrip_smg_default_miniuzi_npc_wet_camo_mp,,,LootDrop5,
h1_uzi_mp,acog,0,attach_h1_scope_acog_vm_mp,attach_h1_scope_acog_npc_mp,,attach_h1_scope_acog_vm_wet_mp,attach_h1_scope_acog_npc_wet_mp,,,LootDrop5,
h1_uzi_mp,holosight,0,attach_h1_optics_holosight_vm,attach_h1_optics_holosight_npc,,,,,,LootDrop5,
h1_uzi_mp,reflex,0,attach_h1_optic_reflex_vm,attach_h1_optic_reflex_npc,,attach_h1_optic_reflex_vm_wet,attach_h1_optic_reflex_npc_wet,,,LootDrop5,
h1_uzi_mp,reflexvar,0,attach_h1_optic_reflex_variant_vm_mp,attach_h1_optic_reflex_variant_npc_mp,,,,,,LootDrop5,
h1_uzi_mp,silencer,0,attach_h1_silencer_smg_vm,attach_h1_silencer_smg_npc,,attach_h1_silencer_smg_vm_wet,attach_h1_silencer_smg_npc_wet,,,LootDrop5,
h1_uzi_mp,thermal,0,attach_h1_scope_thermal_vm_patch_mp,attach_h1_scope_thermal_npc_patch_mp,,,,,,LootDrop5,
h1_skorpion_mp,base,1,wpn_h1_smg_vz61_msp_vm_camo,wpn_h1_smg_vz61_msp_npc_camo,,wpn_h1_smg_vz61_msp_vm_wet_camo,wpn_h1_smg_vz61_msp_npc_wet_camo,,wpn_h1_smg_vz61_msp_lobby,LootDrop5,
h1_skorpion_mp,acog,0,attach_h1_scope_acog_vm_mp,attach_h1_scope_acog_npc_mp,,attach_h1_scope_acog_vm_wet_mp,attach_h1_scope_acog_npc_wet_mp,,,LootDrop5,
h1_skorpion_mp,holosight,0,attach_h1_optics_holosight_vm,attach_h1_optics_holosight_npc,,,,,,LootDrop5,
h1_skorpion_mp,reflex,0,attach_h1_optic_reflex_vm,attach_h1_optic_reflex_npc,,attach_h1_optic_reflex_vm_wet,attach_h1_optic_reflex_npc_wet,,,LootDrop5,
h1_skorpion_mp,reflexvar,0,attach_h1_optic_reflex_variant_vm_mp,attach_h1_optic_reflex_variant_npc_mp,,,,,,LootDrop5,
h1_skorpion_mp,silencer,0,attach_h1_silencer_smg_vm,attach_h1_silencer_smg_npc,,attach_h1_silencer_smg_vm_wet,attach_h1_silencer_smg_npc_wet,,,LootDrop5,
h1_skorpion_mp,thermal,0,attach_h1_scope_thermal_vm_patch_mp,attach_h1_scope_thermal_npc_patch_mp,,,,,,LootDrop5,
h1_augsmg_mp,base,1,wpn_h1_smg_psd9_msp_vm_camo,wpn_h1_smg_psd9_msp_npc_camo,,wpn_h1_smg_psd9_msp_vm_wet_camo,wpn_h1_smg_psd9_msp_npc_wet_camo,,wpn_h1_smg_psd9_msp_lobby,LootDrop6,
h1_augsmg_mp,acog,0,attach_h1_scope_acog_vm_mp,attach_h1_scope_acog_npc_mp,,attach_h1_scope_acog_vm_wet_mp,attach_h1_scope_acog_npc_wet_mp,,,Gold,
h1_augsmg_mp,reflex,0,attach_h1_optic_reflex_vm,attach_h1_optic_reflex_npc,,attach_h1_optic_reflex_vm_wet,attach_h1_optic_reflex_npc_wet,,,Gold,
h1_augsmg_mp,silencer,0,attach_h1_silencer_smg_vm,attach_h1_silencer_smg_npc,,attach_h1_silencer_smg_vm_wet,attach_h1_silencer_smg_npc_wet,,,Gold,
